id,ip,status,cam1,cam2,cam3,cam4,hdd,latency,cdate,login_status,last_communication,atmid,capacity,freespace,recording_from,recording_to,dvrtype
688,10.185.180.104,1,working,working,working,NULL,notexist,256ms,30-07-2019 13:38,0,30-07-2019 13:38,P3ENJD08,3950,0,,,Hikvision
689,10.185.180.100,1,working,working,working,NULL,ok,801ms,30-07-2019 13:39,0,30-07-2019 13:39,P3ENPJ05,1907729,0,2019-06-24T12:40:44Z,,Hikvision
690,10.60.240.165,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:39,0,0000-00-00 00:00:00,P3ECMI09,,,,,Hikvision
691,10.236.212.243,0,NULL,NULL,NULL,NULL,NULL,1052ms,30-07-2019 13:39,0,0000-00-00 00:00:00,MW004889,,,,,Hikvision
692,10.185.180.103,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:40,0,0000-00-00 00:00:00,MC003611,,,,,Hikvision
693,10.60.241.171,1,working,working,working,NULL,ok,544ms,30-07-2019 13:40,0,30-07-2019 13:40,P3ECHY16,1907729,0,2019-07-03T20:24:52Z,,Hikvision
694,10.185.180.19,1,working,working,working,NULL,notexist,378ms,30-07-2019 13:40,0,30-07-2019 13:40,P1ECDL42,0,0,,,Hikvision
695,10.60.241.242,1,working,working,working,NULL,ok,391ms,30-07-2019 13:40,0,30-07-2019 13:40,P3ECMI12,1907729,0,2019-05-03T15:35:49Z,,Hikvision
696,10.236.40.204,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:41,0,0000-00-00 00:00:00,P3ENPJ03,,,,,Hikvision
698,10.185.180.96,1,working,working,working,NULL,ok,695ms,30-07-2019 13:41,0,30-07-2019 13:41,MC001463,1907729,0,2019-07-02T06:14:24Z,,Hikvision
699,10.185.180.95,1,working,working,working,NULL,ok,651ms,30-07-2019 13:42,0,30-07-2019 13:42,MC003612,1907729,0,,,Hikvision
700,10.236.212.186,1,working,working,working,NULL,ok,888ms,30-07-2019 13:42,0,30-07-2019 13:42,P3ENPK01,1907729,0,2019-05-08T06:00:00Z,,Hikvision
701,10.185.180.86,1,working,working,working,NULL,ok,523ms,30-07-2019 13:42,0,30-07-2019 13:42,MC028304,1907729,0,2019-05-05T22:44:51Z,,Hikvision
702,10.60.242.70,1,working,working,working,NULL,ok,474ms,30-07-2019 13:43,0,30-07-2019 13:43,P1DCBU09,1907729,0,,,Hikvision
703,10.60.241.126,1,working,working,working,NULL,ok,325ms,30-07-2019 13:43,0,30-07-2019 13:43,P3ENBL80,1907729,0,2019-04-20T15:55:06Z,,Hikvision
704,10.185.180.92,1,working,working,working,NULL,ok,451ms,30-07-2019 13:43,0,30-07-2019 13:43,P3ENBL74,1907729,0,2019-06-05T10:19:59Z,,Hikvision
705,10.185.181.110,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:44,0,0000-00-00 00:00:00,MC003610,,,,,Hikvision
706,10.185.180.68,1,working,working,working,NULL,ok,402ms,30-07-2019 13:44,0,30-07-2019 13:44,P3ECHY12,1907729,0,2019-07-09T18:32:58Z,,Hikvision
707,10.185.180.109,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:44,0,0000-00-00 00:00:00,MC000446,,,,,Hikvision
708,10.60.242.79,1,working,working,working,NULL,ok,711ms,30-07-2019 13:45,0,30-07-2019 13:45,SW001105,1907729,0,,,Hikvision
709,10.60.242.80,1,working,working,working,NULL,ok,401ms,30-07-2019 13:45,0,30-07-2019 13:45,MN001106,1907729,0,,,Hikvision
710,10.60.242.95,1,working,working,working,NULL,ok,504ms,30-07-2019 13:45,0,30-07-2019 13:45,P3ENBL79,1907729,0,2019-07-01T16:00:38Z,,Hikvision
711,10.60.242.94,1,working,working,working,NULL,ok,418ms,30-07-2019 13:46,0,30-07-2019 13:46,P3ENBL78,1907729,0,2019-06-20T07:18:43Z,,Hikvision
714,10.60.242.89,1,working,working,working,NULL,ok,462ms,30-07-2019 16:06,0,30-07-2019 16:06,MC000867,1907729,0,2019-07-07T14:09:06Z,,Hikvision
715,10.185.181.143,1,working,working,working,NULL,ok,195ms,30-07-2019 16:06,0,30-07-2019 16:06,201304915,1907729,0,2019-06-18T06:31:01Z,,Hikvision
716,10.60.242.84,1,working,working,working,NULL,ok,605ms,30-07-2019 16:06,0,30-07-2019 16:06,MC002970,1907729,0,,,Hikvision
717,10.60.242.75,1,working,working,working,NULL,ok,918ms,30-07-2019 16:06,0,30-07-2019 16:06,P3ECBE23,1907729,0,2019-05-02T15:32:25Z,,Hikvision
718,10.236.40.205,1,working,working,working,NULL,ok,423ms,30-07-2019 16:07,0,30-07-2019 16:07,P1DCDL39,1907729,0,,,Hikvision
719,10.60.242.85,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:07,1,0000-00-00 00:00:00,MC000869,,,,,Hikvision
720,10.185.180.116,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:08,0,0000-00-00 00:00:00,MC002124,,,,,Hikvision
721,10.60.242.59,0,NULL,NULL,NULL,NULL,NULL,1732ms,30-07-2019 16:08,0,0000-00-00 00:00:00,MC002123,,,,,Hikvision
722,10.60.240.37,1,working,working,working,NULL,ok,278ms,30-07-2019 16:08,0,30-07-2019 16:08,P3DCGT02,1907729,0,2019-05-30T19:47:32Z,,Hikvision
723,10.60.242.90,1,working,working,working,NULL,ok,465ms,30-07-2019 16:09,0,30-07-2019 16:09,MC000865,1907729,0,2019-07-16T12:32:08Z,,Hikvision
724,10.185.181.161,1,working,working,working,NULL,ok,560ms,30-07-2019 16:09,0,30-07-2019 16:09,MC000870,1907729,0,2019-06-27T04:17:49Z,,Hikvision
726,10.60.242.77,1,working,working,working,NULL,ok,705ms,30-07-2019 16:09,0,30-07-2019 16:09,P1DCBU13,1907729,0,2019-04-20T14:50:53Z,,Hikvision
727,10.60.242.49,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:10,0,0000-00-00 00:00:00,P1DCBU08,,,,,Hikvision
728,10.60.241.113,1,working,working,working,NULL,ok,418ms,30-07-2019 16:10,0,30-07-2019 16:10,MC000864,1907729,0,2019-05-09T17:16:38Z,,Hikvision
729,10.60.242.32,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:10,1,0000-00-00 00:00:00,MC058113,,,,,Hikvision
730,10.60.242.28,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:11,0,0000-00-00 00:00:00,MC058114,,,,,Hikvision
732,10.60.242.51,1,working,working,working,NULL,ok,643ms,30-07-2019 16:11,0,30-07-2019 16:11,P1DCBU17,1907729,0,2019-07-08T22:53:52Z,,Hikvision
733,10.60.240.57,0,NULL,NULL,NULL,NULL,NULL,1889ms,30-07-2019 13:52,0,0000-00-00 00:00:00,P3ENAL03,,,,,Hikvision
734,10.60.242.29,1,working,working,working,NULL,notexist,418ms,30-07-2019 13:52,0,30-07-2019 13:52,P3ECHY22,0,0,,,Hikvision
735,10.236.212.8,1,working,working,not working,NULL,ok,583ms,30-07-2019 13:52,0,30-07-2019 13:52,MC002208,1907729,0,2019-04-20T13:40:33Z,,Hikvision
736,10.185.181.38,1,working,working,working,NULL,ok,575ms,30-07-2019 13:52,0,30-07-2019 13:52,MC038302,1907729,0,2019-06-08T14:19:06Z,,Hikvision
737,10.185.180.89,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:53,0,0000-00-00 00:00:00,MC038303,,,,,Hikvision
738,10.185.182.11,1,working,working,working,NULL,ok,447ms,30-07-2019 13:53,0,30-07-2019 13:53,P1DCBU11,1907729,0,2019-04-20T12:31:34Z,,Hikvision
739,10.60.242.34,1,working,working,working,NULL,ok,583ms,30-07-2019 13:53,0,30-07-2019 13:53,MC006204,1907729,0,2019-05-01T00:23:12Z,,Hikvision
740,10.60.240.174,1,working,working,working,NULL,ok,496ms,30-07-2019 13:53,0,30-07-2019 13:53,MC000868,1907729,0,2019-06-10T04:19:50Z,,Hikvision
741,10.60.240.105,1,working,working,working,NULL,notexist,319ms,30-07-2019 13:54,0,30-07-2019 13:54,MC003613,1907729,0,,,Hikvision
742,10.60.242.33,1,working,working,working,NULL,ok,887ms,30-07-2019 13:54,0,30-07-2019 13:54,MC006205,1907729,0,,,Hikvision
743,10.60.242.19,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:55,0,0000-00-00 00:00:00,P3ECDE08,,,,,Hikvision
744,10.60.242.74,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:55,0,0000-00-00 00:00:00,P3ECMT04,,,,,Hikvision
745,10.60.242.24,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 13:55,1,0000-00-00 00:00:00,MN001634,,,,,Hikvision
746,10.60.242.31,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:56,0,0000-00-00 00:00:00,MC058112,,,,,Hikvision
747,10.60.242.57,1,working,working,working,NULL,ok,431ms,30-07-2019 13:56,0,30-07-2019 13:56,MC002909,1907729,0,2019-06-23T12:43:53Z,,Hikvision
749,10.185.180.129,1,working,working,working,NULL,ok,453ms,30-07-2019 13:56,0,30-07-2019 13:56,P3ECJP02,1907729,0,2019-05-13T11:07:08Z,,Hikvision
750,10.185.181.160,1,working,working,working,NULL,ok,552ms,30-07-2019 13:57,0,30-07-2019 13:57,P3ENBL84,1907729,0,,,Hikvision
751,10.60.242.18,1,working,working,working,NULL,ok,669ms,30-07-2019 13:57,0,30-07-2019 13:57,P3ECDE26,1907729,0,2019-04-21T11:02:25Z,,Hikvision
752,10.60.241.122,1,working,working,working,NULL,ok,886ms,30-07-2019 13:57,0,30-07-2019 13:57,P3ENBL83,1907729,0,2019-05-09T04:53:20Z,,Hikvision
753,10.60.242.53,1,working,working,working,NULL,ok,428ms,30-07-2019 13:58,0,30-07-2019 13:58,P1DCJM25,1907729,0,,,Hikvision
754,10.60.242.52,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:58,0,0000-00-00 00:00:00,P1DCJM24,,,,,Hikvision
755,10.60.242.183,1,working,working,working,NULL,ok,573ms,30-07-2019 13:58,0,30-07-2019 13:58,MC000866,1907729,0,,,Hikvision
756,10.60.242.35,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:59,0,0000-00-00 00:00:00,P3ECDE25,,,,,Hikvision
757,10.236.40.186,1,working,working,working,NULL,ok,339ms,30-07-2019 13:59,0,30-07-2019 13:59,P3ECMI14,1907729,0,2019-04-20T12:16:05Z,,Hikvision
758,10.60.242.23,1,working,working,working,NULL,ok,677ms,30-07-2019 13:59,0,30-07-2019 13:59,P3ECJP01,1907729,0,2019-04-20T23:39:53Z,,Hikvision
759,10.60.242.22,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 14:00,0,0000-00-00 00:00:00,P3ECDE27,,,,,Hikvision
760,10.60.242.16,1,working,working,working,NULL,ok,600ms,30-07-2019 14:00,0,30-07-2019 14:00,P3ENDE97,1907729,0,,,Hikvision
761,10.236.40.166,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 14:00,0,0000-00-00 00:00:00,P3ENHE29,,,,,Hikvision
763,10.60.241.170,1,working,working,working,NULL,ok,699ms,30-07-2019 14:01,0,30-07-2019 14:01,P1ENKA04,1907729,0,2019-05-03T23:16:06Z,,Hikvision
764,10.60.242.10,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:11,0,0000-00-00 00:00:00,MN000505,,,,,Hikvision
765,10.60.241.180,1,working,working,working,NULL,ok,996ms,30-07-2019 14:02,0,30-07-2019 14:02,MN000410,1907729,0,,,Hikvision
767,10.60.242.244,1,working,working,working,NULL,ok,465ms,30-07-2019 14:02,0,30-07-2019 14:02,P3ENJG07,1907729,0,2019-04-20T12:55:31Z,,Hikvision
768,10.185.180.110,1,working,working,working,NULL,ok,290ms,30-07-2019 14:03,0,30-07-2019 14:03,NMUM7001,1907729,0,2019-06-11T10:01:24Z,,Hikvision
769,10.185.181.84,1,working,working,working,NULL,ok,633ms,30-07-2019 14:03,0,30-07-2019 14:03,P3ENJG05,1907729,0,2019-05-01T15:45:34Z,,Hikvision
770,10.60.242.152,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 14:03,0,0000-00-00 00:00:00,P3ENRM02,,,,,Hikvision
771,10.60.242.196,1,working,working,not working,NULL,ok,661ms,30-07-2019 14:04,0,30-07-2019 14:04,P3ECLK20,1907729,0,2019-05-08T06:00:00Z,,Hikvision
772,10.60.242.64,1,working,working,working,NULL,ok,440ms,30-07-2019 14:04,0,30-07-2019 14:04,MC000874,1907729,0,2019-05-10T06:00:00Z,,Hikvision
773,10.60.242.43,1,working,working,working,NULL,ok,259ms,30-07-2019 14:04,0,30-07-2019 14:04,MC000873,1907729,0,2019-05-03T15:05:41Z,,Hikvision
774,10.185.180.154,1,working,working,working,NULL,ok,410ms,30-07-2019 14:05,0,30-07-2019 14:05,MW006902,1907729,0,2019-05-04T19:20:16Z,,Hikvision
775,10.185.181.159,1,working,working,working,NULL,ok,730ms,30-07-2019 14:05,0,30-07-2019 14:05,SN013102,1907729,0,2019-05-23T02:35:52Z,,Hikvision
777,10.60.243.72,1,working,working,working,NULL,ok,624ms,30-07-2019 14:06,0,30-07-2019 14:06,MN006702,1907729,1334272,2019-05-30T10:48:14Z,,Hikvision
778,10.185.180.122,1,working,working,working,NULL,ok,604ms,30-07-2019 14:06,0,30-07-2019 14:06,P3ENME24,1907729,0,2019-05-11T06:00:00Z,,Hikvision
804,10.185.180.142,1,working,working,working,NULL,ok,534ms,30-07-2019 16:32,0,30-07-2019 16:32,P3ENME26,1907729,0,,,Hikvision
805,10.185.180.125,1,working,working,working,NULL,ok,409ms,30-07-2019 16:32,0,30-07-2019 16:32,P1DCDL05,1907729,0,2019-05-23T16:28:05Z,,Hikvision
806,10.60.242.116,1,working,working,working,NULL,ok,674ms,30-07-2019 16:33,0,30-07-2019 16:33,P3ENNK02,1907729,0,2019-05-25T03:58:44Z,,Hikvision
807,10.185.180.83,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:33,0,0000-00-00 00:00:00,P3ENHE21,,,,,Hikvision
808,10.185.180.144,1,working,working,not working,NULL,ok,470ms,30-07-2019 16:33,0,30-07-2019 16:33,P3ECSO01,1907729,0,2019-07-16T17:24:52Z,,Hikvision
809,10.60.242.117,1,working,working,working,NULL,ok,684ms,30-07-2019 16:33,0,30-07-2019 16:33,P3ECNK07,1907729,0,2019-06-15T11:50:53Z,,Hikvision
810,10.185.180.150,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:34,1,0000-00-00 00:00:00,P3ECMO10,,,,,Hikvision
811,10.60.242.115,1,working,working,working,NULL,ok,476ms,30-07-2019 16:34,0,30-07-2019 16:34,P3ECNK20,1907729,0,2019-05-11T19:00:25Z,,Hikvision
812,10.60.242.120,1,working,working,working,NULL,ok,439ms,30-07-2019 16:35,0,30-07-2019 16:35,P3ECNK19,1907729,0,2019-07-04T20:00:06Z,,Hikvision
813,10.185.180.151,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:35,0,0000-00-00 00:00:00,P3ECMO11,,,,,Hikvision
814,10.60.242.101,1,working,working,working,NULL,ok,469ms,30-07-2019 16:35,0,30-07-2019 16:35,MN001607,1907729,0,2019-07-14T23:59:32Z,,Hikvision
815,10.185.180.155,1,working,working,working,NULL,notexist,726ms,30-07-2019 16:36,0,30-07-2019 16:36,MN005902,0,0,,,Hikvision
816,10.185.180.119,1,working,working,not working,NULL,ok,725ms,30-07-2019 16:36,0,30-07-2019 16:36,MC002004,1907729,0,2019-05-10T22:06:25Z,,Hikvision
817,10.185.180.145,1,working,working,working,NULL,notexist,559ms,30-07-2019 16:36,0,30-07-2019 16:36,P3ECSO02,0,0,,,Hikvision
818,10.60.242.105,1,working,working,working,NULL,ok,276ms,30-07-2019 16:36,0,30-07-2019 16:36,P3ENAA02,1907729,0,2019-07-08T14:03:52Z,,Hikvision
819,10.60.242.108,1,working,not working,working,NULL,ok,442ms,30-07-2019 16:37,0,30-07-2019 16:37,MC005002,1907729,0,2019-05-02T11:36:24Z,,Hikvision
820,10.60.242.42,1,working,working,not working,NULL,ok,470ms,30-07-2019 16:37,0,30-07-2019 16:37,P1DCBU01,1907729,0,2019-05-07T18:34:38Z,,Hikvision
821,10.185.180.118,1,working,working,working,NULL,notexist,814ms,30-07-2019 16:37,0,30-07-2019 16:37,MC056358,1907729,0,,,Hikvision
822,10.60.242.40,1,working,not working,working,NULL,ok,428ms,30-07-2019 16:38,0,30-07-2019 16:38,P1DCBU30,1907729,111616,2019-05-28T11:24:05Z,,Hikvision
824,10.185.180.123,1,working,working,working,NULL,notexist,593ms,30-07-2019 16:38,0,30-07-2019 16:38,MC004511,0,0,,,Hikvision
825,10.185.180.143,1,working,working,working,NULL,ok,829ms,30-07-2019 16:39,0,30-07-2019 16:39,P3ENMF01,1907729,0,2019-05-11T06:00:00Z,,Hikvision
826,10.60.242.135,1,working,working,working,NULL,ok,738ms,30-07-2019 16:39,0,30-07-2019 16:39,SW011702,1907729,0,2019-05-11T06:00:00Z,,Hikvision
827,10.60.242.41,1,working,working,working,NULL,ok,346ms,30-07-2019 16:39,0,30-07-2019 16:39,P1DCBU29,1907729,0,2019-07-20T00:28:00Z,,Hikvision
828,10.185.180.99,1,working,working,working,NULL,ok,520ms,30-07-2019 16:40,0,30-07-2019 16:40,P3ENMO07,1907729,0,2019-06-26T15:19:45Z,,Hikvision
829,10.60.242.13,1,working,working,working,NULL,ok,376ms,30-07-2019 16:40,0,30-07-2019 16:40,P3ENDL89,1907729,0,,,Hikvision
830,10.185.180.127,1,working,working,working,NULL,ok,664ms,30-07-2019 16:40,0,30-07-2019 16:40,P3ENDL93,1907729,0,2019-05-08T18:00:07Z,,Hikvision
831,10.60.242.114,1,working,working,working,NULL,notexist,579ms,30-07-2019 16:41,0,30-07-2019 16:41,P3ECCI02,1907729,0,,,Hikvision
832,192.0.3.20,1,working,working,working,NULL,ok,44ms,30-07-2019 16:41,0,30-07-2019 16:41,P3ECNK13,1907729,0,,,Hikvision
833,10.185.180.148,1,working,working,not working,NULL,ok,557ms,30-07-2019 16:41,0,30-07-2019 16:41,P3ENMO11,1907729,1734656,2019-04-23T23:44:25Z,,Hikvision
834,10.60.242.155,1,working,working,working,NULL,ok,806ms,30-07-2019 16:42,0,30-07-2019 16:42,P3ENKI03,1907729,0,2019-05-31T14:42:29Z,,Hikvision
835,10.60.242.132,1,working,working,working,NULL,ok,911ms,30-07-2019 16:42,0,30-07-2019 16:42,P3ECKV02,1907729,0,,,Hikvision
836,10.60.242.138,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:42,0,0000-00-00 00:00:00,P3ENJA01,,,,,Hikvision
837,10.60.242.60,1,working,working,working,NULL,ok,512ms,30-07-2019 16:43,0,30-07-2019 16:43,P1DCBU26,1907729,0,2019-04-22T13:56:56Z,,Hikvision
839,10.60.242.112,1,working,working,working,NULL,ok,460ms,30-07-2019 16:43,0,30-07-2019 16:43,P3ECAU01,1907729,0,,,Hikvision
840,10.60.242.61,1,working,working,working,NULL,ok,518ms,30-07-2019 16:17,0,30-07-2019 16:17,P1DCBU03,1907729,0,2019-07-18T02:36:50Z,,Hikvision
841,10.60.242.58,1,working,working,working,NULL,notexist,422ms,30-07-2019 16:44,0,30-07-2019 16:44,P3ECTV03,0,0,,,Hikvision
842,10.60.242.113,1,working,working,working,NULL,ok,891ms,30-07-2019 16:44,0,30-07-2019 16:44,P3ECCI12,1907729,0,2019-06-06T10:22:55Z,,Hikvision
843,10.185.182.16,0,NULL,NULL,NULL,NULL,NULL,1394ms,30-07-2019 16:44,0,0000-00-00 00:00:00,P3ENBL86,,,,,Hikvision
844,10.60.242.63,1,working,working,working,NULL,ok,436ms,30-07-2019 16:44,0,30-07-2019 16:44,P3ENBL85,1907729,0,2019-06-01T23:04:42Z,,Hikvision
845,10.60.242.245,1,working,working,working,NULL,ok,667ms,30-07-2019 16:45,0,30-07-2019 16:45,P3ENJG06,1907729,0,2019-04-28T07:17:11Z,,Hikvision
846,10.60.242.197,1,working,working,not working,NULL,ok,862ms,30-07-2019 16:45,0,30-07-2019 16:45,P3ECML02,1907729,0,2019-06-12T20:38:26Z,,Hikvision
847,10.60.242.68,1,working,working,working,NULL,ok,393ms,30-07-2019 16:46,0,30-07-2019 16:46,P3ENBL87,1907729,0,,,Hikvision
848,10.60.242.109,1,working,working,working,NULL,ok,370ms,30-07-2019 16:46,0,30-07-2019 16:46,P3ENCE32,1907729,0,,,Hikvision
849,10.60.242.69,1,working,working,working,NULL,ok,395ms,30-07-2019 16:46,0,30-07-2019 16:46,MC000875,1907729,0,,,Hikvision
850,10.60.242.246,1,working,working,working,NULL,ok,331ms,30-07-2019 16:46,0,30-07-2019 16:46,P3ENJG08,1907729,0,2019-07-13T17:35:13Z,,Hikvision
851,10.60.242.1,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:47,0,0000-00-00 00:00:00,MC001464,,,,,Hikvision
852,10.60.242.242,1,working,working,working,NULL,ok,466ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ECKP04,1907729,0,,,Hikvision
853,10.185.181.85,1,working,working,working,NULL,ok,491ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ENBV02,1907729,0,,,Hikvision
854,10.60.242.62,1,working,working,working,NULL,ok,407ms,30-07-2019 16:48,0,30-07-2019 16:48,MC000876,1907729,1317888,2019-06-29T13:11:41Z,,Hikvision
855,10.60.241.253,1,working,working,working,NULL,ok,312ms,30-07-2019 16:48,0,30-07-2019 16:48,P3ENDL94,1907729,0,2019-05-23T22:09:00Z,,Hikvision
856,10.60.242.184,1,working,working,working,NULL,ok,468ms,30-07-2019 16:49,0,30-07-2019 16:49,P1DCBU24,1907729,0,2019-05-11T06:00:00Z,,Hikvision
857,10.60.241.252,1,working,working,working,NULL,ok,754ms,30-07-2019 16:49,0,30-07-2019 16:49,P3ENDL95,1907729,1243136,2019-07-13T14:58:58Z,,Hikvision
858,10.60.242.107,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:42,1,0000-00-00 00:00:00,P1ENCN39,,,,,Hikvision
859,10.60.242.44,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:50,0,0000-00-00 00:00:00,P1DCBU25,,,,,Hikvision
860,10.60.242.7,0,NULL,NULL,NULL,NULL,NULL,1219ms,30-07-2019 16:50,0,0000-00-00 00:00:00,P3ENDL96,,,,,Hikvision
861,10.60.242.140,1,working,working,working,NULL,ok,842ms,30-07-2019 16:50,0,30-07-2019 16:50,MC002029,1907729,0,2019-07-20T09:52:02Z,,Hikvision
862,10.60.242.211,1,working,working,working,NULL,ok,123ms,30-07-2019 16:50,0,30-07-2019 16:50,P3ENAL33,1907729,0,2019-04-20T22:41:52Z,,Hikvision
863,10.60.242.106,1,working,working,working,NULL,ok,649ms,30-07-2019 16:51,0,30-07-2019 16:51,P3ECAC01,1907729,0,,,Hikvision
864,10.60.241.254,1,working,working,working,NULL,ok,678ms,30-07-2019 16:51,0,30-07-2019 16:51,P3ENHU01,1907729,950272,2019-06-27T13:35:37Z,,Hikvision
865,10.185.180.180,1,working,working,working,NULL,ok,438ms,30-07-2019 16:52,0,30-07-2019 16:52,MC004892,1907729,0,2019-06-19T06:13:08Z,,Hikvision
866,10.60.242.150,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:52,0,0000-00-00 00:00:00,MC000579,,,,,Hikvision
867,10.60.242.158,1,working,working,working,NULL,ok,802ms,30-07-2019 16:52,0,30-07-2019 16:52,P1ECLK10,1907729,0,2019-07-16T16:41:01Z,,Hikvision
868,10.185.182.50,1,working,working,working,NULL,ok,411ms,30-07-2019 16:53,0,30-07-2019 16:53,P3ENBP18,1907729,0,2019-05-06T19:36:07Z,,Hikvision
869,10.185.181.187,1,working,working,working,NULL,ok,558ms,30-07-2019 16:53,0,30-07-2019 16:53,P3ENJH18,1907729,0,2019-05-15T16:26:48Z,,Hikvision
870,10.60.242.54,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:53,0,0000-00-00 00:00:00,MC011204,,,,,Hikvision
871,10.60.242.151,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:54,0,0000-00-00 00:00:00,P3ENKP12,,,,,Hikvision
872,10.60.242.153,1,working,working,working,NULL,ok,914ms,30-07-2019 16:54,0,30-07-2019 16:54,P3ENDL85,1907729,0,,,Hikvision
874,10.60.242.149,1,working,working,working,NULL,ok,962ms,30-07-2019 16:54,0,30-07-2019 16:54,P1DCDL06,1907729,0,2019-05-12T16:26:08Z,,Hikvision
875,10.185.182.21,1,working,working,working,NULL,ok,400ms,30-07-2019 16:27,0,30-07-2019 16:27,P3ENBN16,1907729,0,2019-05-11T06:00:00Z,,Hikvision
876,10.60.242.9,1,working,working,working,NULL,ok,813ms,30-07-2019 16:28,0,30-07-2019 16:28,P3ENDL87,1907729,0,2019-05-11T06:00:00Z,,Hikvision
877,10.185.181.132,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:28,0,0000-00-00 00:00:00,P1DCDL17,,,,,Hikvision
878,10.185.180.172,1,working,working,working,NULL,ok,461ms,30-07-2019 16:28,0,30-07-2019 16:28,P3ECKG01,1907729,0,,,Hikvision
879,10.60.242.212,1,working,working,working,NULL,ok,446ms,30-07-2019 16:29,0,30-07-2019 16:29,P1ENHD14,1907729,0,2019-06-23T03:42:08Z,,Hikvision
880,10.60.243.41,1,working,working,working,NULL,ok,478ms,30-07-2019 16:29,0,30-07-2019 16:29,P3ENAG22,1907729,0,2019-04-20T12:25:57Z,,Hikvision
881,10.60.242.255,1,working,working,working,NULL,ok,559ms,30-07-2019 16:29,0,30-07-2019 16:29,P3ENAG23,1907729,0,2019-06-09T15:39:14Z,,Hikvision
882,10.60.243.61,1,working,working,working,NULL,ok,594ms,30-07-2019 16:30,0,30-07-2019 16:30,P3ENTP10,1907729,0,,,Hikvision
883,10.236.212.108,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:30,1,0000-00-00 00:00:00,P3ECRI06,,,,,Hikvision
884,10.185.180.101,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:31,1,0000-00-00 00:00:00,P3ENLH02,,,,,Hikvision
885,10.60.242.215,1,working,working,working,NULL,ok,425ms,30-07-2019 16:31,0,30-07-2019 16:31,P3ENHE09,1907729,0,2019-06-13T01:47:14Z,,Hikvision
886,10.60.241.144,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:32,0,0000-00-00 00:00:00,P3ENRI32,,,,,Hikvision
887,10.60.242.139,1,working,working,working,NULL,ok,852ms,30-07-2019 16:06,0,30-07-2019 16:06,P3ENLH03,1907729,0,,,Hikvision
888,10.60.241.156,1,working,working,working,NULL,notexist,456ms,30-07-2019 16:06,0,30-07-2019 16:06,P3ENPT67,1907729,0,,,Hikvision
889,10.60.242.169,1,working,working,working,NULL,notexist,688ms,30-07-2019 16:06,0,30-07-2019 16:06,P3ENPA01,1907729,0,,,Hikvision
890,10.185.180.184,1,working,working,working,NULL,ok,697ms,30-07-2019 16:07,0,30-07-2019 16:07,MC058502,1907729,0,,,Hikvision
891,10.60.242.216,1,working,working,working,NULL,ok,450ms,30-07-2019 16:07,0,30-07-2019 16:07,P3ENHE25,1907729,0,2019-06-18T12:16:19Z,,Hikvision
892,10.185.180.146,1,working,working,working,NULL,ok,666ms,30-07-2019 16:07,0,30-07-2019 16:07,P3DCLD03,1907729,0,,,Hikvision
893,10.60.242.238,1,working,working,working,NULL,ok,232ms,30-07-2019 16:08,0,30-07-2019 16:08,MC000877,1907729,0,2019-05-19T16:38:18Z,,Hikvision
