id,ip,status,cam1,cam2,cam3,cam4,hdd,latency,cdate,login_status,last_communication,atmid,capacity,freespace,recording_from,recording_to,dvrtype
894,10.60.240.36,1,working,working,working,NULL,ok,714ms,30-07-2019 16:08,0,30-07-2019 16:08,P3ENCU02,1907729,0,2019-06-11T11:09:40Z,,Hikvision
895,10.60.242.156,1,working,working,working,NULL,ok,708ms,30-07-2019 16:08,0,30-07-2019 16:08,P3ENFP04,1907729,0,2019-05-04T06:00:00Z,,Hikvision
896,10.185.181.82,1,working,working,working,NULL,ok,530ms,30-07-2019 16:08,0,30-07-2019 16:08,P3ENRI34,1907729,576512,2019-05-25T15:23:08Z,,Hikvision
897,10.60.241.148,1,working,working,working,NULL,ok,613ms,30-07-2019 16:09,0,30-07-2019 16:09,P3ECRI05,1907729,4096,,,Hikvision
898,10.185.181.103,1,working,working,working,NULL,notexist,568ms,30-07-2019 16:09,0,30-07-2019 16:09,MW003502,0,0,,,Hikvision
900,10.60.243.19,1,working,working,working,NULL,ok,562ms,30-07-2019 16:09,0,30-07-2019 16:09,P3ENFP02,1907729,0,,,Hikvision
901,10.185.181.100,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:09,0,0000-00-00 00:00:00,P3ENRI33,,,,,Hikvision
902,10.60.242.11,1,working,working,working,NULL,ok,591ms,30-07-2019 16:10,0,30-07-2019 16:10,P3ENMO08,1907729,0,2019-05-19T09:41:50Z,,Hikvision
903,10.236.40.203,1,working,working,working,NULL,ok,102ms,30-07-2019 16:10,0,30-07-2019 16:10,P3ENPA02,1907729,0,2019-05-11T06:00:00Z,,Hikvision
904,10.60.243.89,1,working,working,working,NULL,ok,580ms,30-07-2019 16:10,0,30-07-2019 16:10,P3ENJD09,1907729,0,2019-07-15T15:47:03Z,,Hikvision
905,10.60.243.38,1,working,working,working,NULL,ok,524ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ENLK14,1907729,0,2019-04-25T19:09:47Z,,Hikvision
906,10.60.242.111,1,working,working,working,NULL,ok,877ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ECPM01,1907729,0,,,Hikvision
907,10.60.242.148,1,working,working,working,NULL,ok,107ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ENMS02,1907729,0,2019-04-27T16:16:41Z,,Hikvision
908,10.236.40.22,1,working,working,working,NULL,ok,462ms,30-07-2019 16:12,0,30-07-2019 16:12,P3ENPT66,1907729,0,2019-06-15T01:22:51Z,,Hikvision
909,10.60.242.161,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:12,0,0000-00-00 00:00:00,P3DCLO01,,,,,Hikvision
910,10.60.243.26,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:12,0,0000-00-00 00:00:00,P3ENMA09,,,,,Hikvision
911,10.185.181.29,1,working,working,working,NULL,notexist,647ms,30-07-2019 16:13,0,30-07-2019 16:13,MN016813,1907729,0,,,Hikvision
912,10.60.242.123,1,working,working,working,NULL,ok,367ms,30-07-2019 16:13,0,30-07-2019 16:13,MC004891,1907729,0,2019-06-08T23:06:22Z,,Hikvision
913,10.185.181.98,1,working,working,working,NULL,ok,738ms,30-07-2019 13:37,0,30-07-2019 13:37,P3ECCT02,1907729,0,,,Hikvision
914,10.60.243.20,1,working,working,working,NULL,notexist,999ms,30-07-2019 13:37,0,30-07-2019 13:37,P3ENAL22,1907729,0,,,Hikvision
915,10.60.243.3,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:38,0,0000-00-00 00:00:00,P3ENDA02,,,,,Hikvision
916,10.60.243.87,1,working,working,working,NULL,,626ms,30-07-2019 13:38,0,30-07-2019 13:38,P3ENJU01,,,,,Hikvision
917,10.60.242.252,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:38,0,0000-00-00 00:00:00,P3DCPJ01,,,,,Hikvision
918,10.60.242.174,1,working,working,working,NULL,ok,719ms,30-07-2019 13:39,0,30-07-2019 13:39,P3ECFZ01,1907729,0,,,Hikvision
919,10.60.242.181,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:39,0,0000-00-00 00:00:00,P3ECBB04,,,,,Hikvision
920,10.60.243.14,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:40,0,0000-00-00 00:00:00,P3ENKB01,,,,,Hikvision
921,10.185.181.53,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 13:40,1,0000-00-00 00:00:00,P1ENCO05,,,,,Hikvision
922,10.236.40.118,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 13:40,1,0000-00-00 00:00:00,P3ENHE26,,,,,Hikvision
923,10.60.242.137,1,working,working,working,NULL,ok,436ms,30-07-2019 13:40,0,30-07-2019 13:40,P3ECJJ02,1907729,0,2019-05-09T17:39:18Z,,Hikvision
924,10.185.180.186,1,working,working,working,NULL,unformatted,201ms,30-07-2019 13:40,0,30-07-2019 13:40,P3DCWG02,1907729,0,,,Hikvision
925,10.185.180.178,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:41,0,0000-00-00 00:00:00,P1EWCH39,,,,,Hikvision
926,10.185.181.81,1,working,working,working,NULL,ok,684ms,30-07-2019 13:41,0,30-07-2019 13:41,P3ENAG25,1907729,0,2019-06-18T10:13:15Z,,Hikvision
927,10.185.180.185,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:41,0,0000-00-00 00:00:00,P3ENHE31,,,,,Hikvision
928,10.185.181.54,1,working,working,working,NULL,notexist,295ms,30-07-2019 13:42,0,30-07-2019 13:42,MC002105,0,0,,,Hikvision
929,10.185.181.92,1,working,working,working,NULL,ok,713ms,30-07-2019 13:42,0,30-07-2019 13:42,P3ENOD28,1907729,0,2019-07-05T06:17:22Z,,Hikvision
931,10.185.180.179,1,working,working,working,NULL,ok,542ms,30-07-2019 13:42,0,30-07-2019 13:42,MC004060,1907729,0,2019-04-27T04:32:41Z,,Hikvision
932,10.60.243.46,1,working,working,working,NULL,ok,903ms,30-07-2019 13:43,0,30-07-2019 13:43,P1DCBU35,1907729,165888,2019-07-03T04:30:21Z,,Hikvision
935,10.60.243.48,1,working,working,working,NULL,ok,216ms,30-07-2019 13:43,0,30-07-2019 13:43,P1DCBU31,1907729,0,2019-06-30T01:48:22Z,,Hikvision
937,10.185.181.49,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:44,0,0000-00-00 00:00:00,MC011111,,,,,Hikvision
938,10.60.242.253,0,working,working,working,NULL,ok,,30-07-2019 13:44,0,30-07-2019 12:49,P1ENAL04,1907729,531456,2019-05-16T06:00:00Z,,Hikvision
939,10.185.181.18,1,working,working,working,NULL,ok,612ms,30-07-2019 13:44,0,30-07-2019 13:44,P3ECOI01,1907729,0,2019-07-09T19:27:34Z,,Hikvision
940,10.185.180.169,1,working,working,working,NULL,ok,735ms,30-07-2019 13:45,0,30-07-2019 13:45,P3ECNE01,1907729,0,2019-06-23T17:26:28Z,,Hikvision
941,10.185.180.167,1,working,working,working,NULL,ok,261ms,30-07-2019 13:45,0,30-07-2019 13:45,MN005006,1907729,0,2019-04-25T11:43:47Z,,Hikvision
942,10.185.181.212,1,working,working,working,NULL,ok,613ms,30-07-2019 13:46,0,30-07-2019 13:46,P3DCBW01,1907729,0,,,Hikvision
943,10.185.180.174,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:46,0,0000-00-00 00:00:00,P3ENCI92,,,,,Hikvision
944,10.60.243.33,1,working,working,working,NULL,ok,596ms,30-07-2019 13:47,0,30-07-2019 13:47,P1DCBU06,1907729,0,2019-07-07T16:01:37Z,,Hikvision
945,10.185.181.48,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:48,0,0000-00-00 00:00:00,P3ECSO05,,,,,Hikvision
946,10.185.180.188,1,working,working,working,NULL,ok,468ms,30-07-2019 13:48,0,30-07-2019 13:48,P3ENKD03,1907729,0,,,Hikvision
948,10.185.180.181,1,working,working,working,NULL,ok,829ms,30-07-2019 13:48,0,30-07-2019 13:48,P1DCBU33,1907729,0,2019-06-08T17:20:04Z,,Hikvision
949,10.60.243.5,1,working,working,working,NULL,notexist,503ms,30-07-2019 13:49,0,30-07-2019 13:49,P1DCBU34,0,0,,,Hikvision
950,10.60.242.162,1,working,working,working,NULL,notexist,519ms,30-07-2019 13:49,0,30-07-2019 13:49,P3ECNK21,1907729,0,,,Hikvision
951,10.60.242.235,1,working,working,working,NULL,ok,407ms,30-07-2019 13:49,0,30-07-2019 13:49,P3ECBN27,1907729,0,2019-05-16T11:57:57Z,,Hikvision
952,10.60.242.236,1,working,working,working,NULL,ok,430ms,30-07-2019 13:49,0,30-07-2019 13:49,P1DCBU18,1907729,0,2019-05-28T18:09:35Z,,Hikvision
953,10.236.40.207,1,working,working,working,NULL,ok,578ms,30-07-2019 13:50,0,30-07-2019 13:50,P3ENHE19,1907729,0,,,Hikvision
954,10.60.243.52,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:50,0,0000-00-00 00:00:00,P1ECVR01,,,,,Hikvision
955,10.60.241.237,1,working,working,working,NULL,unformatted,694ms,30-07-2019 13:50,0,30-07-2019 13:50,P3ENMI64,3950,0,,,Hikvision
956,10.185.180.224,1,working,working,working,NULL,ok,498ms,30-07-2019 13:50,0,30-07-2019 13:50,P1DCBU16,1907729,0,2019-07-08T14:46:01Z,,Hikvision
957,10.185.182.58,1,working,working,working,NULL,ok,504ms,30-07-2019 13:51,0,30-07-2019 13:51,P3DCSH02,1907729,0,2019-06-24T09:19:48Z,,Hikvision
958,10.60.243.21,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:51,0,0000-00-00 00:00:00,MC0014205,,,,,Hikvision
959,10.185.180.160,1,working,working,working,NULL,ok,533ms,30-07-2019 13:51,0,30-07-2019 13:51,P3ENSK02,1907729,0,2019-04-22T12:57:34Z,,Hikvision
960,10.60.242.160,1,working,working,working,NULL,ok,267ms,30-07-2019 13:55,0,30-07-2019 13:55,MC004066,1907729,0,,,Hikvision
961,10.185.181.83,1,working,working,working,NULL,ok,680ms,30-07-2019 13:55,0,30-07-2019 13:55,P3ENHE27,1907729,0,2019-07-02T13:25:06Z,,Hikvision
962,10.185.181.19,1,working,working,working,NULL,ok,664ms,30-07-2019 13:55,0,30-07-2019 13:55,P3ECML03,1907729,0,,,Hikvision
964,10.185.181.57,1,working,working,working,NULL,ok,96ms,30-07-2019 13:55,0,30-07-2019 13:55,P3ENGY10,1907729,0,2019-05-08T10:30:07Z,,Hikvision
965,10.185.181.105,1,working,working,working,NULL,ok,349ms,30-07-2019 13:56,0,30-07-2019 13:56,MN006102,1907729,0,2019-05-17T23:31:51Z,,Hikvision
966,10.60.240.53,1,working,working,working,NULL,ok,863ms,30-07-2019 13:56,0,30-07-2019 13:56,P3ECSP02,1907729,0,2019-05-21T18:23:02Z,,Hikvision
967,10.185.181.43,1,working,working,not working,NULL,notexist,442ms,30-07-2019 13:57,0,30-07-2019 13:57,P3ECSO04,1907729,0,,,Hikvision
968,10.60.243.1,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:57,0,0000-00-00 00:00:00,P1DCAK06,,,,,Hikvision
969,10.185.181.139,1,working,working,working,NULL,ok,212ms,30-07-2019 13:57,0,30-07-2019 13:57,P3ENMM09,1907729,282624,2019-06-26T16:27:14Z,,Hikvision
970,10.185.181.80,1,working,working,working,NULL,ok,749ms,30-07-2019 13:57,0,30-07-2019 13:57,P3ENJH25,1907729,1393664,,,Hikvision
971,10.60.243.35,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 13:58,1,0000-00-00 00:00:00,P3ECUN01,,,,,Hikvision
972,10.185.180.206,1,working,working,working,NULL,ok,553ms,30-07-2019 13:58,0,30-07-2019 13:58,P3ENJH17,1907729,0,,,Hikvision
973,10.60.242.6,1,working,working,working,NULL,ok,465ms,30-07-2019 16:32,0,30-07-2019 16:32,P3ENDE28,1907729,0,2019-06-23T06:31:46Z,,Hikvision
976,10.60.243.39,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:33,0,0000-00-00 00:00:00,P3ENTK02,,,,,Hikvision
977,10.185.181.27,1,working,not working,working,NULL,ok,612ms,30-07-2019 16:33,0,30-07-2019 16:33,P3ECND11,1907729,0,2019-06-16T18:21:29Z,,Hikvision
978,10.185.181.32,1,working,working,working,NULL,ok,609ms,30-07-2019 16:34,0,30-07-2019 16:34,P3ECND08,1907729,0,2019-07-10T05:52:24Z,,Hikvision
979,10.185.181.21,1,working,working,working,NULL,ok,631ms,30-07-2019 16:34,0,30-07-2019 16:34,P3ECND07,1907729,0,2019-05-11T12:17:49Z,,Hikvision
980,10.185.181.22,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:34,0,0000-00-00 00:00:00,P3ENFD89,,,,,Hikvision
981,10.185.181.23,1,working,working,working,NULL,ok,662ms,30-07-2019 16:34,0,30-07-2019 16:34,P3ECFD01,1907729,0,2019-06-18T01:17:16Z,,Hikvision
982,10.60.243.142,1,working,working,working,NULL,ok,277ms,30-07-2019 16:35,0,30-07-2019 16:35,P3ENMI61,1907729,0,2019-05-13T11:22:17Z,,Hikvision
983,10.185.181.89,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:35,0,0000-00-00 00:00:00,P3DCHB06,,,,,Hikvision
984,10.185.180.177,1,working,working,working,NULL,ok,713ms,30-07-2019 16:35,0,30-07-2019 16:35,P3ECCO09,1907729,0,,,Hikvision
985,10.185.181.30,1,working,working,working,NULL,ok,515ms,30-07-2019 16:36,0,30-07-2019 16:36,P3ENFD88,1907729,0,2019-05-31T05:41:40Z,,Hikvision
986,10.185.181.86,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:36,0,0000-00-00 00:00:00,P3DCWG01,,,,,Hikvision
987,10.60.243.49,1,working,working,working,NULL,ok,809ms,30-07-2019 16:36,0,30-07-2019 16:36,P3ENKP14,1907729,0,,,Hikvision
988,10.60.243.192,1,working,working,not working,NULL,ok,596ms,30-07-2019 16:36,0,30-07-2019 16:36,P3ENMM10,1907729,0,2019-05-19T20:01:48Z,,Hikvision
989,10.60.243.84,1,working,working,working,NULL,ok,322ms,30-07-2019 16:37,0,30-07-2019 16:37,P3ENKP13,1907729,0,,,Hikvision
990,10.185.181.142,1,working,working,working,NULL,ok,654ms,30-07-2019 16:37,0,30-07-2019 16:37,MN004816,1907729,0,2019-06-26T01:11:52Z,,Hikvision
991,10.60.243.60,1,working,working,working,NULL,ok,196ms,30-07-2019 16:38,0,30-07-2019 16:38,P3ENKP11,1907729,0,,,Hikvision
992,10.185.181.127,1,working,working,working,NULL,ok,164ms,30-07-2019 16:38,0,30-07-2019 16:38,P3ENSP01,1907729,0,,,Hikvision
993,10.60.243.64,1,working,working,working,NULL,ok,478ms,30-07-2019 16:38,0,30-07-2019 16:38,P3ENBN28,1907729,0,2019-07-06T21:07:56Z,,Hikvision
994,10.185.181.87,1,working,working,working,NULL,ok,632ms,30-07-2019 16:39,0,30-07-2019 16:39,P1ENNL02,1907729,1557504,2019-07-09T14:10:25Z,,Hikvision
995,10.185.181.128,1,working,working,working,NULL,ok,891ms,30-07-2019 16:39,0,30-07-2019 16:39,P3ENKG01,1907729,0,2019-05-31T00:49:03Z,,Hikvision
996,10.185.181.14,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:39,0,0000-00-00 00:00:00,P3ENJR02,,,,,Hikvision
997,10.185.181.129,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:40,0,0000-00-00 00:00:00,P3ECRB01,,,,,Hikvision
998,10.185.180.205,1,working,not working,working,NULL,ok,532ms,30-07-2019 16:40,0,30-07-2019 16:40,P3ECKI02,1907729,0,,,Hikvision
999,10.185.180.176,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:40,1,0000-00-00 00:00:00,P3ECPL02,,,,,Hikvision
1000,10.60.240.204,1,working,working,working,NULL,ok,465ms,30-07-2019 16:40,0,30-07-2019 16:40,P3ENAA05,1907729,1903616,,,Hikvision
1001,10.185.181.28,1,working,working,working,NULL,ok,372ms,30-07-2019 16:40,0,30-07-2019 16:40,P3ENKO02,1907729,0,,,Hikvision
1002,10.185.181.126,1,working,working,working,NULL,ok,450ms,30-07-2019 16:41,0,30-07-2019 16:41,P3ENPT71,1907729,0,2019-05-16T23:41:30Z,,Hikvision
1003,10.185.181.13,1,working,working,working,NULL,ok,571ms,30-07-2019 16:41,0,30-07-2019 16:41,P3ENJU02,1907729,0,2019-07-20T03:37:55Z,,Hikvision
1004,10.60.243.181,1,working,working,working,NULL,ok,544ms,30-07-2019 16:41,0,30-07-2019 16:41,P3ENDI18,1907729,0,2019-07-16T13:53:52Z,,Hikvision
1005,10.60.243.185,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:42,0,0000-00-00 00:00:00,P3ENST34,,,,,Hikvision
1006,10.185.181.186,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:42,0,0000-00-00 00:00:00,P3ECRG02,,,,,Hikvision
1007,10.60.242.107,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:42,1,0000-00-00 00:00:00,201312673,,,,,Hikvision
1008,10.185.181.123,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:42,0,0000-00-00 00:00:00,P1EWMI03,,,,,Hikvision
1009,10.185.181.140,0,working,working,working,NULL,ok,1148ms,30-07-2019 16:42,0,30-07-2019 16:16,P3ENMM02,1907729,0,2019-05-16T18:10:39Z,,Hikvision
1010,10.185.181.41,1,working,working,working,NULL,ok,387ms,30-07-2019 16:43,0,30-07-2019 16:43,P3ENPN82,1907729,0,,,Hikvision
1011,10.60.243.191,1,working,working,working,NULL,ok,750ms,30-07-2019 16:43,0,30-07-2019 16:43,P1EWMI04,1907729,0,2019-05-17T23:23:10Z,,Hikvision
1012,10.185.181.109,1,working,working,working,NULL,ok,749ms,30-07-2019 16:45,0,30-07-2019 16:45,P3ENDI11,1907729,0,2019-05-03T23:12:14Z,,Hikvision
1013,10.185.181.137,1,working,working,working,NULL,ok,217ms,30-07-2019 16:45,0,30-07-2019 16:45,P3ENMM07,1907729,0,2019-06-18T00:24:10Z,,Hikvision
1014,10.60.243.186,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:45,0,0000-00-00 00:00:00,P3ENMG16,,,,,Hikvision
1015,10.60.243.111,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:46,0,0000-00-00 00:00:00,P3ENBW02,,,,,Hikvision
1016,10.185.181.121,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:46,0,0000-00-00 00:00:00,P4ENGP07,,,,,Hikvision
1017,10.60.240.114,1,working,working,working,NULL,unformatted,216ms,30-07-2019 16:46,0,30-07-2019 16:46,P3ENDI10,1907729,0,,,Hikvision
1018,10.185.181.135,1,working,working,working,NULL,ok,586ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ENAA06,1907729,0,,,Hikvision
1019,10.185.180.158,1,working,working,working,NULL,ok,682ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ECBK01,1907729,0,2019-07-09T05:32:38Z,,Hikvision
1020,10.185.181.76,1,working,working,not working,NULL,ok,367ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ENKT02,1907729,0,2019-06-09T19:22:27Z,,Hikvision
1022,10.185.181.131,1,working,working,working,NULL,ok,509ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ENGG69,1907729,0,2019-06-09T16:09:42Z,,Hikvision
1023,10.185.181.78,1,working,working,working,NULL,ok,329ms,30-07-2019 16:48,0,30-07-2019 16:48,P3ENGG72,1907729,0,2019-06-21T14:49:08Z,,Hikvision
1024,10.185.181.112,1,working,working,working,NULL,ok,787ms,30-07-2019 16:49,0,30-07-2019 16:49,P3ENFP06,1907729,0,2019-07-05T16:50:45Z,,Hikvision
1025,10.60.243.167,1,working,working,working,NULL,ok,410ms,30-07-2019 16:49,0,30-07-2019 16:49,P3ENDI13,1907729,0,2019-06-05T15:40:37Z,,Hikvision
1026,10.60.242.154,1,working,working,working,NULL,ok,611ms,30-07-2019 16:50,0,30-07-2019 16:50,P3ENDI15,1907729,0,2019-04-20T15:25:08Z,,Hikvision
1027,10.60.243.182,1,working,working,working,NULL,ok,655ms,30-07-2019 16:50,0,30-07-2019 16:50,P3ENFD93,1907729,0,2019-05-30T12:39:54Z,,Hikvision
1028,10.60.243.79,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:50,0,0000-00-00 00:00:00,P3ENMG22,,,,,Hikvision
1029,10.185.181.108,1,working,working,working,NULL,ok,686ms,30-07-2019 16:51,0,30-07-2019 16:51,P3ENBN32,1907729,0,2019-06-10T14:29:05Z,,Hikvision
1030,10.185.181.136,1,working,working,working,NULL,ok,129ms,30-07-2019 16:51,0,30-07-2019 16:51,P3ENMM11,1907729,0,2019-06-19T08:46:16Z,,Hikvision
1031,10.185.181.34,1,working,working,working,NULL,ok,641ms,30-07-2019 16:52,0,30-07-2019 16:52,P3ENAP03,1907729,0,2019-04-27T12:59:47Z,,Hikvision
1032,10.236.40.232,1,working,working,working,NULL,ok,556ms,30-07-2019 16:52,0,30-07-2019 16:52,P3ENHE28,1907729,0,2019-06-14T04:23:38Z,,Hikvision
1033,10.60.243.173,1,working,working,working,NULL,notexist,675ms,30-07-2019 16:52,0,30-07-2019 16:52,P3ENAL35,0,0,,,Hikvision
1035,10.185.181.95,1,working,working,working,NULL,ok,744ms,30-07-2019 16:53,0,30-07-2019 16:53,P3ENJH21,1907729,0,2019-07-10T08:54:32Z,,Hikvision
1036,10.185.181.67,1,working,working,working,NULL,error,438ms,30-07-2019 16:53,0,30-07-2019 16:53,P3ENJA02,1907729,0,,,Hikvision
1037,10.60.241.91,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:53,0,0000-00-00 00:00:00,P3ENKP19,,,,,Hikvision
1038,10.185.181.65,1,working,working,working,NULL,ok,717ms,30-07-2019 16:54,0,30-07-2019 16:54,P3ENCO36,1907729,0,,,Hikvision
1040,10.60.242.98,1,working,working,working,NULL,ok,767ms,30-07-2019 16:54,0,30-07-2019 16:54,P3ENKP02,1907729,0,2019-06-27T22:47:23Z,,Hikvision
1041,10.60.243.189,1,working,working,working,NULL,ok,575ms,30-07-2019 16:27,0,30-07-2019 16:27,P3ENAL34,1907729,0,,,Hikvision
1042,10.185.181.66,1,working,working,working,NULL,ok,537ms,30-07-2019 16:28,0,30-07-2019 16:28,P3ENHE45,1907729,0,2019-05-03T12:12:10Z,,Hikvision
1043,10.185.181.114,1,working,working,working,NULL,ok,115ms,30-07-2019 16:28,0,30-07-2019 16:28,P3ECTR01,1907729,0,,,Hikvision
1044,10.185.181.144,1,working,working,working,NULL,ok,284ms,30-07-2019 16:28,0,30-07-2019 16:28,P3ENHE44,1907729,0,,,Hikvision
1045,10.185.181.115,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:29,0,0000-00-00 00:00:00,P1DCJM29,,,,,Hikvision
1046,10.185.181.151,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:29,0,0000-00-00 00:00:00,P1DCJM30,,,,,Hikvision
1047,10.185.181.113,1,working,working,working,NULL,ok,109ms,30-07-2019 16:29,0,30-07-2019 16:29,P3ECPL03,1907729,0,,,Hikvision
1048,10.185.181.150,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:30,0,0000-00-00 00:00:00,P3DCGW18,,,,,Hikvision
1049,10.185.181.148,1,working,working,working,NULL,ok,333ms,30-07-2019 16:30,0,30-07-2019 16:30,P3ENHE43,1907729,0,,,Hikvision
1050,10.60.243.123,1,working,working,working,NULL,ok,616ms,30-07-2019 16:30,0,30-07-2019 16:30,P3ENND78,1907729,0,2019-06-14T06:50:59Z,,Hikvision
1051,10.60.243.115,1,working,working,working,NULL,ok,739ms,30-07-2019 16:30,0,30-07-2019 16:30,P3ENND74,1907729,0,2019-06-12T20:18:59Z,,Hikvision
1052,10.185.181.116,1,working,working,working,NULL,ok,634ms,30-07-2019 16:31,0,30-07-2019 16:31,P1DCJM26,1907729,0,,,Hikvision
1053,10.185.181.50,1,working,working,working,NULL,ok,397ms,30-07-2019 16:31,0,30-07-2019 16:31,P3ENPT70,1907729,93184,,,Hikvision
1054,10.60.243.124,1,working,working,not working,NULL,ok,679ms,30-07-2019 16:31,0,30-07-2019 16:31,P3ENKP17,1907729,1142784,,,Hikvision
1055,10.60.241.140,1,working,working,working,NULL,ok,93ms,30-07-2019 16:32,0,30-07-2019 16:32,P3ENBN29,1907729,0,2019-07-10T21:23:26Z,,Hikvision
1057,10.60.243.107,1,working,working,working,NULL,notexist,497ms,30-07-2019 16:32,0,30-07-2019 16:32,P3ENDI09,0,0,,,Hikvision
1058,10.60.243.134,0,working,working,working,NULL,ok,,30-07-2019 16:06,0,30-07-2019 14:26,P3ENPR04,1907729,0,,,Hikvision
1059,10.60.243.103,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:06,0,0000-00-00 00:00:00,P3ENDI20,,,,,Hikvision
1060,10.60.243.146,1,working,working,working,NULL,ok,625ms,30-07-2019 16:06,0,30-07-2019 16:06,P1DCJT01,1907729,162816,,,Hikvision
1061,10.60.243.149,1,working,working,working,NULL,ok,927ms,30-07-2019 16:07,0,30-07-2019 16:07,P3ENMM15,1907729,0,2019-07-02T23:32:18Z,,Hikvision
1062,10.60.243.65,1,working,working,working,NULL,ok,805ms,30-07-2019 16:07,0,30-07-2019 16:07,P3ENAL36,1907729,1297408,,,Hikvision
1063,10.60.243.125,1,working,working,working,NULL,ok,465ms,30-07-2019 16:08,0,30-07-2019 16:08,P3ENND83,1907729,0,2019-04-20T13:03:05Z,,Hikvision
1065,10.185.181.196,1,working,working,working,NULL,ok,649ms,30-07-2019 16:09,0,30-07-2019 16:09,P3ENDI12,1907729,0,2019-06-11T13:12:32Z,,Hikvision
1066,10.60.243.114,1,working,working,working,NULL,ok,121ms,30-07-2019 16:09,0,30-07-2019 16:09,P3ENKP18,1907729,0,2019-07-10T12:18:11Z,,Hikvision
1067,10.60.243.150,1,working,working,working,NULL,ok,450ms,30-07-2019 16:09,0,30-07-2019 16:09,P3ENDI08,1907729,0,2019-06-30T22:05:11Z,,Hikvision
1068,10.185.181.70,1,working,working,working,NULL,,331ms,30-07-2019 16:09,0,30-07-2019 16:09,P3DCHB07,,,,,Hikvision
1069,10.60.243.155,0,working,working,working,NULL,ok,,30-07-2019 16:10,0,30-07-2019 14:29,P3ENNR39,1907729,0,2019-06-16T15:06:16Z,,Hikvision
1070,10.60.243.126,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:10,0,0000-00-00 00:00:00,P3ENFZ03,,,,,Hikvision
1071,10.185.181.94,1,working,working,working,NULL,ok,206ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ECBR01,1907729,324608,2019-04-20T12:21:55Z,,Hikvision
1072,10.185.181.60,1,working,working,working,NULL,ok,344ms,30-07-2019 16:11,0,30-07-2019 16:11,P3DCPR01,1907729,0,2019-07-05T12:49:27Z,,Hikvision
1073,10.185.181.97,1,working,working,working,NULL,ok,735ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ENBR56,1907729,0,,,Hikvision
1074,10.185.181.152,1,working,working,working,NULL,ok,478ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ENJH19,1907729,858112,2019-07-10T09:04:54Z,,Hikvision
1076,10.60.243.145,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:12,0,0000-00-00 00:00:00,P3DCKH04,,,,,Hikvision
1077,10.60.243.110,1,working,working,working,NULL,ok,486ms,30-07-2019 16:12,0,30-07-2019 16:12,P3ENJR06,1907729,0,,,Hikvision
