id,ip,status,cam1,cam2,cam3,cam4,hdd,latency,cdate,login_status,last_communication,atmid,capacity,freespace,recording_from,recording_to,dvrtype,live
967,10.185.181.43,1,working,working,not working,NULL,notexist,548ms,30-07-2019 22:15,0,30-07-2019 22:15,P3ECSO04,1907729,0,,,Hikvision,Y
968,10.60.243.1,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 22:15,0,0000-00-00 00:00:00,P1DCAK06,,,,,Hikvision,Y
969,10.185.181.139,1,working,working,working,NULL,ok,899ms,30-07-2019 22:15,0,30-07-2019 22:15,P3ENMM09,1907729,276480,2019-06-26T16:27:14Z,,Hikvision,Y
970,10.185.181.80,1,working,working,working,NULL,ok,667ms,30-07-2019 22:16,0,30-07-2019 22:16,P3ENJH25,1907729,1390592,,,Hikvision,Y
971,10.60.243.35,0,NULL,NULL,NULL,NULL,NULL,1063ms,30-07-2019 22:16,1,0000-00-00 00:00:00,P3ECUN01,,,,,Hikvision,Y
972,10.185.180.206,1,working,working,working,NULL,ok,485ms,30-07-2019 22:16,0,30-07-2019 22:16,P3ENJH17,1907729,0,,,Hikvision,Y
973,10.60.242.6,1,working,working,working,NULL,ok,982ms,30-07-2019 22:29,0,30-07-2019 22:29,P3ENDE28,1907729,0,2019-06-23T06:31:46Z,,Hikvision,Y
975,10.60.241.120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00 00:00:00,0,0000-00-00 00:00:00,MN005802,,,,,Hikvision,Y
976,10.60.243.39,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 22:30,0,0000-00-00 00:00:00,P3ENTK02,,,,,Hikvision,Y
977,10.185.181.27,1,working,not working,working,NULL,ok,315ms,30-07-2019 22:30,0,30-07-2019 22:30,P3ECND11,1907729,0,2019-06-16T18:21:29Z,,Hikvision,Y
978,10.185.181.32,1,working,working,working,NULL,ok,347ms,30-07-2019 22:30,0,30-07-2019 22:30,P3ECND08,1907729,0,2019-07-10T05:52:24Z,,Hikvision,Y
979,10.185.181.21,0,not working,working,working,NULL,ok,,30-07-2019 22:30,0,30-07-2019 22:00,P3ECND07,1907729,0,2019-05-11T12:17:49Z,,Hikvision,Y
980,10.185.181.22,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 22:31,0,0000-00-00 00:00:00,P3ENFD89,,,,,Hikvision,Y
981,10.185.181.23,1,working,working,working,NULL,ok,571ms,30-07-2019 22:31,0,30-07-2019 22:31,P3ECFD01,1907729,0,2019-06-18T01:17:16Z,,Hikvision,Y
982,10.60.243.142,1,working,working,working,NULL,ok,728ms,30-07-2019 22:31,0,30-07-2019 22:31,P3ENMI61,1907729,0,2019-05-13T11:22:17Z,,Hikvision,Y
983,10.185.181.89,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 22:32,0,0000-00-00 00:00:00,P3DCHB06,,,,,Hikvision,Y
984,10.185.180.177,1,working,working,working,NULL,ok,549ms,30-07-2019 22:32,0,30-07-2019 22:32,P3ECCO09,1907729,0,,,Hikvision,Y
985,10.185.181.30,1,working,working,working,NULL,ok,593ms,30-07-2019 22:32,0,30-07-2019 22:32,P3ENFD88,1907729,0,2019-05-31T05:41:40Z,,Hikvision,Y
986,10.185.181.86,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 22:33,0,0000-00-00 00:00:00,P3DCWG01,,,,,Hikvision,Y
987,10.60.243.49,0,working,working,working,NULL,ok,1708ms,30-07-2019 22:33,0,30-07-2019 21:03,P3ENKP14,1907729,0,,,Hikvision,Y
988,10.60.243.192,1,working,working,not working,NULL,ok,759ms,30-07-2019 22:33,0,30-07-2019 22:33,P3ENMM10,1907729,0,2019-05-19T20:01:48Z,,Hikvision,Y
989,10.60.243.84,0,working,working,working,NULL,ok,1106ms,30-07-2019 22:33,0,30-07-2019 22:03,P3ENKP13,1907729,0,,,Hikvision,Y
990,10.185.181.142,1,working,working,working,NULL,ok,584ms,30-07-2019 22:34,0,30-07-2019 22:34,MN004816,1907729,0,2019-06-26T01:11:52Z,,Hikvision,Y
991,10.60.243.60,1,working,working,working,NULL,ok,278ms,30-07-2019 22:34,0,30-07-2019 22:34,P3ENKP11,1907729,0,,,Hikvision,Y
992,10.185.181.127,1,working,working,working,NULL,ok,164ms,30-07-2019 22:35,1,30-07-2019 16:38,P3ENSP01,1907729,0,,,Hikvision,Y
