"id","ip","status","cam1","cam2","cam3","cam4","hdd","latency","cdate","login_status","last_communication","atmid","capacity","freespace","recording_from","recording_to","dvrtype","live"
"343","10.60.241.103",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENDL01",,,,,"CPPLUS","Y"
"344","10.60.240.137","0","working","working","working",NULL,"ok",,"2019-08-01 15:36:11","1","2019-08-01 07:48:02","P3ENDL07","953869","0","2019-07-22T13:00:42Z",,"Hikvision","Y"
"345","10.60.241.73",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENPU48",,,,,"CPPLUS","Y"
"346","10.60.241.62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWPU29",,,,,"CPPLUS","Y"
"347","10.185.181.11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU06",,,,,"CPPLUS","Y"
"348","10.60.241.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWPU43",,,,,"CPPLUS","Y"
"349","10.60.241.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ECPU07",,,,,"CPPLUS","Y"
"350","10.60.241.67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENPU35",,,,,"CPPLUS","Y"
"351","10.60.240.170","0",NULL,NULL,NULL,NULL,NULL,,"2019-08-01 15:36:32","0","0000-00-00 00:00:00","P3DCJM05",,,,,"Hikvision","Y"
"352","10.236.212.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENAB02",,,,,"CPPLUS","Y"
"353","10.60.241.159",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENGK03",,,,,"CPPLUS","Y"
"354","10.236.212.235",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENKN03",,,,,"CPPLUS","Y"
"355","10.60.242.145",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWPU23",,,,,"CPPLUS","Y"
"356","10.60.240.69",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ECPU03",,,,,"CPPLUS","Y"
"357","10.236.212.164",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA11",,,,,"CPPLUS","Y"
"358","10.236.212.184",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA03",,,,,"CPPLUS","Y"
"359","10.185.181.79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA44",,,,,"CPPLUS","Y"
"360","10.60.240.208",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENGG10",,,,,"CPPLUS","Y"
"361","10.60.241.117",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA53",,,,,"CPPLUS","Y"
"362","10.60.241.116",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG90",,,,,"CPPLUS","Y"
"363","10.185.180.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA45",,,,,"CPPLUS","Y"
"364","10.185.180.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB11907",,,,,"CPPLUS","Y"
"365","10.60.240.34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1DCAK02",,,,,"Dahuva","Y"
"366","10.60.240.40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1DCAK01",,,,,"Dahuva","Y"
"367","10.60.241.232","1",NULL,NULL,NULL,NULL,NULL,NULL,"2019-08-01 15:36:39","1","0000-00-00 00:00:00","P3DCKH02",,,,,"Hikvision","Y"
"368","10.236.212.27","0",NULL,NULL,NULL,NULL,NULL,,"2019-08-01 15:37:00","0","0000-00-00 00:00:00","P3DCKN02",,,,,"Hikvision","Y"
"369","10.236.212.39","1","working","working","not working",NULL,"ok","341ms","2019-08-01 15:37:10","0","2019-08-01 15:37:10","P1DCBG02","1907729","0","2019-04-20T22:31:16Z",,"Hikvision","Y"
"370","10.185.181.40","1","working","working","working",NULL,"notexist","571ms","2019-08-01 15:37:23","0","2019-08-01 15:37:23","P1DCBG04","1907729","0",,,"Hikvision","Y"
"371","10.236.212.38","1","working","working","working",NULL,"ok","495ms","2019-08-01 15:37:34","0","2019-08-01 15:37:34","P1DCBG01","1907729","0","2019-06-14T01:59:19Z",,"Hikvision","Y"
"372","10.185.180.161",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENDB04",,,,,"CPPLUS","Y"
"373","10.236.212.240","1","working","working","working",NULL,"ok","239ms","2019-08-01 15:37:45","0","2019-08-01 15:37:45","P3ENGG03","953869","0","2019-06-17T14:33:25Z",,"Hikvision","Y"
"374","10.60.240.180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P4ENGK01",,,,,"CPPLUS","Y"
"375","10.236.212.103",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENRM01",,,,,"CPPLUS","Y"
"376","10.60.241.90",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENAU02",,,,,"CPPLUS","Y"
"377","10.60.240.94",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENCI22",,,,,"CPPLUS","Y"
"378","10.236.212.167",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENCH56",,,,,"CPPLUS","Y"
"379","10.236.212.155",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENCI04",,,,,"CPPLUS","Y"
"380","10.60.243.22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU38",,,,,"CPPLUS","Y"
"381","10.60.243.94",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENPU36",,,,,"CPPLUS","Y"
"382","10.60.243.86",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENPU29",,,,,"CPPLUS","Y"
"383","10.60.243.95","1","working","working","working",NULL,"ok","686ms","2019-08-01 15:37:55","0","2019-08-01 15:37:55","P1EWPU33","1907729","0","2019-05-19T03:14:34Z",,"Hikvision","Y"
"384","10.60.243.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU37",,,,,"CPPLUS","Y"
"385","10.60.241.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU04",,,,,"CPPLUS","Y"
"386","10.60.242.147",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU69",,,,,"CPPLUS","N"
"387","10.236.212.180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWPU26",,,,,"CPPLUS","Y"
"388","10.60.242.254",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU68",,,,,"CPPLUS","Y"
"389","10.60.243.200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU73",,,,,"CPPLUS","Y"
"390","10.60.243.30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA48",,,,,"CPPLUS","Y"
"391","10.60.240.144",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBL10",,,,,"CPPLUS","Y"
"392","10.236.212.225",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA58",,,,,"CPPLUS","Y"
"393","10.236.212.192",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENCI47",,,,,"CPPLUS","Y"
"394","10.60.240.198",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB11908",,,,,"Hikvision","N"
"395","10.60.240.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB11914",,,,,"CPPLUS","N"
"396","10.60.240.192",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWGO06",,,,,"CPPLUS","Y"
"397","10.60.240.179",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWGO01",,,,,"CPPLUS","Y"
"398","10.60.240.194",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWGO04",,,,,"CPPLUS","Y"
"399","10.236.40.180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB11911",,,,,"Dahuva","N"
"400","10.236.212.9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB09210",,,,,"CPPLUS","N"
"401","10.60.240.163","1","working","working","working",NULL,"ok","161ms","2019-08-01 15:38:13","0","2019-08-01 15:38:13","SC004808","1907729","130048","2019-07-16T23:53:58Z",,"Hikvision","Y"
"402","10.236.212.105",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENBH06",,,,,"CPPLUS","Y"
"403","10.236.212.107",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENJE01",,,,,"CPPLUS","Y"
"404","10.185.180.231",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU75",,,,,"CPPLUS","Y"
"405","10.185.180.218",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ECPU02",,,,,"CPPLUS","Y"
"406","10.185.180.164",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU79",,,,,"CPPLUS","Y"
"407","10.60.243.71","1","working","working","working",NULL,"ok","729ms","2019-08-01 15:38:25","0","2019-08-01 15:38:25","P3ENPU24","1907729","0","2019-07-14T15:19:39Z",,"Hikvision","Y"
"408","10.185.180.250",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU34",,,,,"CPPLUS","Y"
"409","10.60.243.56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU32",,,,,"CPPLUS","Y"
"410","10.60.241.100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB06916",,,,,"CPPLUS","N"
"411","10.10.16.1666",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB03806",,,,,"CPPLUS","N"
"412","10.236.212.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","MC081902",,,,,"CPPLUS","Y"
"413","10.236.40.209","1","working","working","working",NULL,"ok","515ms","2019-08-01 15:38:35","0","2019-08-01 15:38:35","P1DCHD06","1907729","0","2019-07-14T07:46:29Z",,"Hikvision","Y"
"414","10.60.243.85",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P4ENGP03",,,,,"CPPLUS","Y"
"415","10.185.181.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENGK04",,,,,"CPPLUS","Y"
"416","10.60.240.178",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWGO09",,,,,"CPPLUS","Y"
"417","10.236.212.162",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENCH98",,,,,"CPPLUS","Y"
"418","-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB06208",,,,,"Dahuva","N"
"419","-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB06205",,,,,"Dahuva","N"
"420","10.185.180.9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENDE36",,,,,"CPPLUS","Y"
"421","10.60.243.139",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENBT01",,,,,"CPPLUS","Y"
"422","10.60.240.207",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB09314",,,,,"CPPLUS","Y"
"423","10.60.240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB06917",,,,,"CPPLUS","N"
"424","10.236.40.189","1","working","working","working",NULL,"ok","217ms","2019-08-01 15:38:47","0","2019-08-01 15:38:47","P3DCOG05","1907729","0","2019-07-10T22:56:54Z",,"Hikvision","Y"
"425","-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3DCRP01",,,,,"Dahuva","N"
"426","10.236.40.191","1","working","not working","working",NULL,"ok","452ms","2019-08-01 15:38:58","0","2019-08-01 15:38:58","P3DCNE08","1907729","0","2019-07-16T23:20:38Z",,"Hikvision","Y"
"427","10.185.181.39","0","working","working","working",NULL,"notexist",,"2019-08-01 15:39:19","0","2019-08-01 14:33:46","P1DCCP02","0","0",,,"Hikvision","Y"
"428","10.236.40.236","1","working","working","working",NULL,"error","429ms","2019-08-01 15:39:29","0","2019-08-01 15:39:29","P1DCCP03","1907729","0",,,"Hikvision","Y"
"429","10.236.212.43","1","working","working","working",NULL,"notexist","420ms","2019-08-01 15:39:39","0","2019-08-01 15:39:39","P1DCMZ04","1907729","0",,,"Hikvision","Y"
"430","10.185.182.52","0","working","working","working",NULL,"notexist","1611ms","2019-08-01 15:39:49","0","2019-08-01 15:18:03","P1DCMZ06","1907729","0",,,"Hikvision","Y"
"431","10.236.40.23","1","working","working","working",NULL,"ok","378ms","2019-08-01 15:39:58","0","2019-08-01 15:39:58","P1DCMZ07","1907729","0","2019-05-23T22:12:26Z",,"Hikvision","Y"
"432","10.60.241.87",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB11909",,,,,"CPPLUS","N"
"433","10.185.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENDE34",,,,,"CPPLUS","N"
"434","10.185.180.16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB07012",,,,,"CPPLUS","N"
"435","00.000.00.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB07013",,,,,"Hikvision","N"
"436","-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB06215",,,,,"Dahuva","N"
"437","10.236.212.36","1","working","working","working",NULL,"ok","434ms","2019-08-01 15:40:08","0","2019-08-01 15:40:08","P1DCCP01","1907729","0","2019-06-25T20:11:47Z",,"Hikvision","Y"
"438","10.60.240.189",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","MN004814",,,,,"CPPLUS","Y"
"439","10.185.181.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENBX10",,,,,"CPPLUS","Y"
"440","10.236.212.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENBH13",,,,,"CPPLUS","N"
"441","10.236.40.238","0",NULL,NULL,NULL,NULL,NULL,,"2019-08-01 15:40:29","0","0000-00-00 00:00:00","P3DCJM14",,,,,"Hikvision","Y"
"442","10.236.40.96","1","working","working","working",NULL,"error","384ms","2019-08-01 15:40:39","0","2019-08-01 15:40:39","P1DCHY92","1907729","0",,,"Hikvision","Y"
"443","10.60.242.187",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBL29",,,,,"CPPLUS","Y"
"444","10.185.180.190",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA63",,,,,"CPPLUS","Y"
"445","-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB03810",,,,,"Dahuva","N"
"446","10.236.212.238","1","working","working","working",NULL,"ok","462ms","2019-08-01 15:40:55","0","2019-08-01 15:40:55","P3ECKT01","1907729","0","2019-06-12T05:39:35Z",,"Hikvision","Y"
"447","10.60.240.168","1","working","working","working",NULL,"ok","435ms","2019-08-01 15:41:05","0","2019-08-01 15:41:05","MN004835","1907729","0","2019-07-08T18:56:50Z",,"Hikvision","Y"
"448","10.60.242.186",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG85",,,,,"CPPLUS","Y"
"449","10.60.240.123",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG51",,,,,"CPPLUS","N"
"450","10.60.241.110",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P4ENBN12",,,,,"CPPLUS","Y"
"451","10.60.242.178",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA12",,,,,"CPPLUS","Y"
"452","10.60.241.120","1","working","working","working",NULL,"ok","426ms","2019-08-01 15:41:58","0","2019-08-01 15:41:58","P1ENBA14","1907729","0","2019-06-01T06:55:39Z",,"Hikvision","Y"
"453","10.60.240.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","DCB11912",,,,,"CPPLUS","N"
"454","10.185.181.189","0","working","working","working",NULL,"unformatted",,"2019-08-01 15:41:26","0","2019-08-01 03:42:00","P3ENDB01","1907729","0",,,"Hikvision","Y"
"455","10.60.240.131",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA39",,,,,"CPPLUS","Y"
"456","10.60.240.76",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG16",,,,,"CPPLUS","N"
"457","10.60.241.115",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG36",,,,,"CPPLUS","N"
"458","10.60.240.146",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA86",,,,,"CPPLUS","Y"
"459","10.60.241.112",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBL19",,,,,"CPPLUS","Y"
"460","10.60.242.87",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG72",,,,,"CPPLUS","Y"
"461","10.60.240.96",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA04",,,,,"CPPLUS","Y"
"462","10.185.180.214",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG43",,,,,"CPPLUS","Y"
"463","10.185.180.230",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU01",,,,,"CPPLUS","Y"
"464","10.236.40.157","0",NULL,NULL,NULL,NULL,NULL,,"2019-08-01 15:41:48","0","0000-00-00 00:00:00","P1DCHD15",,,,,"Hikvision","Y"
"465","10.60.240.147",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBL20",,,,,"CPPLUS","Y"
"466","10.60.240.171",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA47",,,,,"CPPLUS","Y"
"467","10.60.243.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA28",,,,,"CPPLUS","Y"
"468","10.60.240.154",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG58",,,,,"CPPLUS","Y"
"469","10.60.240.159",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBL43",,,,,"CPPLUS","Y"
"470","10.60.243.57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG50",,,,,"CPPLUS","Y"
"471","10.185.180.208",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA52",,,,,"CPPLUS","Y"
"472","10.185.180.212",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA35",,,,,"CPPLUS","Y"
"473","10.185.180.216",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P4ENBN09",,,,,"CPPLUS","Y"
"474","10.60.240.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBL42",,,,,"CPPLUS","Y"
"475","10.60.243.100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENPU12",,,,,"CPPLUS","Y"
"476","10.60.241.235","0","working","working","working",NULL,"ok",,"2019-08-01 15:42:09","0","2019-08-01 15:20:13","P1DCAV10","1907729","0","2019-06-14T08:04:23Z",,"Hikvision","Y"
"477","10.60.240.20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA86",,,,,"CPPLUS","Y"
"478","10.60.241.124",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG04",,,,,"CPPLUS","Y"
"479","10.236.212.137",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA45",,,,,"CPPLUS","Y"
"480","10.60.242.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P4ENBN07",,,,,"CPPLUS","Y"
"481","10.185.180.189",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P4ENBN02",,,,,"CPPLUS","Y"
"482","10.60.241.119",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P4ENBN01",,,,,"CPPLUS","Y"
"483","10.60.240.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P4ENBN04",,,,,"CPPLUS","Y"
"484","10.185.180.193",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENBE55",,,,,"CPPLUS","Y"
"485","10.60.240.21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA32",,,,,"CPPLUS","Y"
"486","10.60.242.159",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG07",,,,,"CPPLUS","Y"
"487","10.60.240.155",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENBE25",,,,,"CPPLUS","Y"
"488","1.2.4.6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG27",,,,,"Hikvision","N"
"489","10.60.242.193",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA03",,,,,"CPPLUS","Y"
"490","10.60.241.134",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBA75",,,,,"CPPLUS","Y"
"491","10.185.180.195",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1EWBA24",,,,,"CPPLUS","Y"
"492","10.185.180.8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P3ENDE33",,,,,"CPPLUS","Y"
"493","10.60.240.123",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0000-00-00 00:00:00","0","0000-00-00 00:00:00","P1ENBG31",,,,,"CPPLUS","N"
